grin_accession,flower_color,height,hilum_color,lodging,maturity_group,oil,protein,pubescence_color,seed_quality,seed_weight,yield
PI407142,P,NA,Bl,NA,VII,9.1,50.3,T,NA,NA,NA
PI407143,P,NA,Bl,NA,VI,9.9,46,T,NA,NA,NA
PI407144,P,NA,Bl,NA,VI,11.6,48.2,T,NA,NA,NA
PI407145,P,NA,Bl,NA,VII,9.9,45.1,T,NA,NA,NA
PI407146,P,NA,Bl,NA,VII,8.6,50.2,T,NA,NA,NA
PI407147,P,NA,Bl,NA,VI,10.9,44.9,T,NA,NA,NA
PI407148,P,NA,Bl,NA,VI,11,46,T,NA,NA,NA
PI407149,P,NA,Bl,NA,VI,9.4,45.1,T,NA,NA,NA
PI407150,P,NA,Bl,NA,VI,11.2,44.5,T,NA,NA,NA
PI407151,P,NA,Bl,NA,VI,9.6,46.7,T,NA,NA,NA
PI407152,P,NA,Bl,NA,VI,10.5,41.9,T,NA,NA,NA
PI407153,P,NA,Bl,NA,VI,10.4,48.3,T,NA,NA,NA
PI407154,P,NA,Bl,NA,VI,11.1,44.8,T,NA,NA,NA
PI407155,P,NA,Bl,NA,VII,9.9,48.1,T,NA,NA,NA
PI407156,P,NA,Bl,NA,VI,10.4,43.3,T,NA,NA,NA
PI407157,P,NA,Bl,NA,VI,10.4,49.2,T,NA,NA,NA
PI407158,P,NA,Bl,NA,VI,10.8,48.1,T,NA,NA,NA
PI407159,P,NA,Bl,NA,V,10,50,T,NA,NA,NA
PI407160,P,NA,Bl,NA,V,10.5,45.6,T,NA,NA,NA
PI407161,P,NA,Bl,NA,V,11.5,46,T,NA,NA,NA
PI407162,P,91,Bl,NA,IV,10.1,49.75,T,NA,2.4,NA
PI407163,P,NA,Bl,NA,V,11.1,48,T,NA,NA,NA
PI407164,P,NA,Bl,NA,V,11.2,49.2,T,NA,NA,NA
PI407165,P,NA,Bl,NA,V,11.2,46.6,T,NA,NA,NA
PI407166,P,113,Bl,NA,IV,10.7,49.75,T,NA,1.9,NA
PI407167,P,NA,Bl,NA,V,12,49.6,T,NA,NA,NA
PI407168,P,NA,Bl,NA,V,10.3,49.7,T,NA,NA,NA
PI407169,P,NA,Bl,NA,V,10.4,49.3,T,NA,NA,NA
PI407170,P,NA,Bl,NA,V,11.5,50.7,T,NA,NA,NA
PI407171,P,73,Bl,NA,IV,8.7,48.2,T,NA,1.7,NA
PI407172,P,NA,Bl,NA,V,10.2,48.8,T,NA,NA,NA
PI407173,P,NA,Bl,NA,V,9.7,51,T,NA,NA,NA
PI407174,P,NA,Bl,NA,V,11.8,48.7,T,NA,NA,NA
PI407175,P,60,Bl,NA,IV,9.8,48.5,T,NA,1.7,NA
PI407176,P,73,Bl,NA,IV,9.2,47.75,T,NA,1.9,NA
PI407177,P,NA,Bl,NA,V,12.3,47.1,T,NA,NA,NA
PI407178,P,NA,Bl,NA,V,12.5,50.3,T,NA,NA,NA
PI407179,P,NA,Bl,NA,V,11.9,47.8,T,NA,NA,NA
PI407180,P,NA,Bl,NA,V,11.2,50.6,T,NA,NA,NA
PI407181,P,NA,Bl,NA,V,12.2,48.6,T,NA,NA,NA
PI407182,P,98,Bl,NA,IV,10.15,49.35,T,NA,1.6,NA
PI407183,P,NA,Bl,NA,V,8.8,47.6,T,NA,NA,NA
PI407184,P,80,Bl,NA,IV,9.1,49.6,T,NA,1.9,NA
PI407185,P,NA,Bl,NA,V,11.5,46.1,T,NA,NA,NA
PI407186,P,NA,Bl,NA,V,10.6,54.6,T,NA,NA,NA
PI407187,P,NA,Bl,NA,V,11,49,T,NA,NA,NA
PI407188,P,NA,Bl,NA,V,10.3,47.7,T,NA,NA,NA
PI407189,P,NA,Bl,NA,V,9.9,48.6,T,NA,NA,NA
PI407190,P,NA,Bl,NA,V,10.3,49.4,T,NA,NA,NA
PI407191,P,NA,Bl,NA,V,10.6,48.5,T,NA,NA,NA
PI407192,P,NA,Bl,NA,V,11,48.7,T,NA,NA,NA
PI407193,P,NA,Bl,NA,V,11.7,46.8,T,NA,NA,NA
PI407194,P,NA,Bl,NA,V,12,45.9,T,NA,NA,NA
PI407195,P,99,Bl,NA,IV,10.45,48.9,T,NA,2.1,NA
PI407196,P,86,Bl,NA,IV,10.95,49.15,T,NA,1.9,NA
PI407197,P,NA,Bl,NA,V,12,52.9,T,NA,NA,NA
PI407198,P,NA,Bl,NA,V,11.7,49.8,T,NA,NA,NA
PI407199,P,NA,Bl,NA,V,11.7,43,T,NA,NA,NA
PI407200,P,68,Bl,NA,IV,11.1,50.25,T,NA,2.1,NA
PI407201,P,NA,Bl,NA,V,10.8,49.6,T,NA,NA,NA
PI407202,P,NA,Bl,NA,V,10.1,45.7,T,NA,NA,NA
PI407203,P,NA,Bl,NA,V,10.9,50.3,T,NA,NA,NA
PI407204,P,NA,Bl,NA,V,10.2,49.9,T,NA,NA,NA
PI407205,P,91,Bl,NA,IV,10.75,49.45,T,NA,2.1,NA
PI407206,P,NA,Bl,NA,V,10.4,48.7,T,NA,NA,NA
PI407207,P,NA,Bl,NA,V,11.6,50.4,T,NA,NA,NA
PI407208,P,NA,Bl,NA,V,11.5,44.2,T,NA,NA,NA
PI407209,P,79,Bl,NA,IV,11.5,51.95,T,NA,2.3,NA
PI407210,P,NA,Bl,NA,V,11.4,46.4,T,NA,NA,NA
PI407211,P,NA,Bl,NA,V,11.1,45.6,T,NA,NA,NA
PI407212,P,NA,Bl,NA,V,11.5,49.8,T,NA,NA,NA
PI407213,P,NA,Bl,NA,V,12.6,49.1,T,NA,NA,NA
PI407214,P,NA,Bl,NA,V,12.7,49,T,NA,NA,NA
PI407215,P,NA,Bl,NA,V,10.9,49.6,T,NA,NA,NA
PI407216,P,NA,Bl,NA,V,12,48.4,T,NA,NA,NA
PI407217,P,61,Bl,NA,IV,10.45,48.55,T,NA,1.9,NA
PI407218,P,NA,Bl,NA,V,11.5,43.9,T,NA,NA,NA
PI407219,P,NA,Bl,NA,V,10.8,49.1,T,NA,NA,NA
PI407220,P,NA,Bl,NA,V,12.1,47.4,T,NA,NA,NA
PI407221,P,NA,Bl,NA,V,11.3,47,T,NA,NA,NA
PI407222,P,NA,Bl,NA,V,11.2,40.5,T,NA,NA,NA
PI407223,P,NA,Bl,NA,V,12.4,45.1,T,NA,NA,NA
PI407224,P,NA,Bl,NA,V,11.6,48.4,T,NA,NA,NA
PI407225,P,NA,Bl,NA,V,13.5,42.3,T,NA,NA,NA
PI407226,P,NA,Bl,NA,V,11.5,46.5,T,NA,NA,NA
PI407227,P,NA,Bl,NA,V,10.9,50.7,T,NA,NA,NA
PI407228,P,NA,Bl,NA,V,9.1,53.6,T,NA,NA,NA
PI407229,P,NA,Bl,NA,V,11.9,42.8,T,NA,NA,NA
PI407230,P,NA,Bl,NA,V,8.2,53.5,T,NA,NA,NA
PI407231,P,NA,Bl,NA,V,11.3,49.5,T,NA,NA,NA
PI407232,P,NA,Bl,NA,V,10.9,54.4,T,NA,NA,NA
PI407233,P,NA,Bl,NA,V,10.1,54,T,NA,NA,NA
PI407234,P,NA,Bl,NA,V,11.7,53.3,T,NA,NA,NA
PI407235,P,NA,Bl,NA,V,11.1,49.7,T,NA,NA,NA
PI407236,P,NA,Bl,NA,V,11.8,51.7,T,NA,NA,NA
PI407237,P,NA,Bl,NA,V,10.6,52.8,T,NA,NA,NA
PI407238,P,NA,Bl,NA,V,11.8,44.3,T,NA,NA,NA
PI407239,P,NA,Bl,NA,V,11.8,45.4,T,NA,NA,NA
PI407240,P,NA,Bl,NA,V,11.5,48.6,T,NA,NA,NA
PI407241,P,NA,Bl,NA,V,11.7,46.8,T,NA,NA,NA
PI407242,P,NA,Bl,NA,VI,10.6,51.7,T,NA,NA,NA
PI407243,P,NA,Bl,NA,VI,9.6,46.1,T,NA,NA,NA
PI407244,P,NA,Bl,NA,VI,11.1,45.6,T,NA,NA,NA
PI407245,P,NA,Bl,NA,V,11.5,46,T,NA,NA,NA
PI407246,P,NA,Bl,NA,V,9.3,56.8,T,NA,NA,NA
PI407247,P,NA,Bl,NA,V,10.3,50.4,T,NA,NA,NA
PI407248,P,NA,Bl,NA,V,11,52.1,T,NA,NA,NA
PI407249,P,NA,Bl,NA,V,10.7,47.8,T,NA,NA,NA
PI407250,P,NA,Bl,NA,VI,11.1,45.5,T,NA,NA,NA
PI407251,P,NA,Bl,NA,VI,9.3,47.2,T,NA,NA,NA
PI407252,P,NA,Bl,NA,VI,10.5,47.7,T,NA,NA,NA
PI407253,P,NA,Bl,NA,VI,11.3,43.3,T,NA,NA,NA
PI407254,P,NA,Bl,NA,VI,11.5,41.3,T,NA,NA,NA
PI407255,P,NA,Bl,NA,VI,11,43.1,T,NA,NA,NA
PI407256,P,NA,Bl,NA,VI,10.5,45.8,T,NA,NA,NA
PI407257,P,NA,Bl,NA,VI,11.9,43.8,T,NA,NA,NA
PI407258,P,NA,Bl,NA,VI,12.3,41.8,T,NA,NA,NA
PI407259,P,NA,Bl,NA,V,11.6,46.2,T,NA,NA,NA
PI407260,P,NA,Bl,NA,VI,11.5,42.3,T,NA,NA,NA
PI407261,P,NA,Bl,NA,V,12.2,45.4,T,NA,NA,NA
PI407262,P,NA,Bl,NA,VI,10.1,47.2,T,NA,NA,NA
PI407263,P,NA,Bl,NA,V,10.9,49.8,T,NA,NA,NA
PI407264,P,NA,Bl,NA,V,11.1,44.5,T,NA,NA,NA
PI407265,P,NA,Bl,NA,VI,10.4,46.7,T,NA,NA,NA
PI407266,P,NA,Bl,NA,V,11.3,45.7,T,NA,NA,NA
PI407267,P,NA,Bl,NA,V,12.6,43.4,T,NA,NA,NA
PI407268,P,NA,Bl,NA,V,11.8,48.8,T,NA,NA,NA
PI407269,P,NA,Bl,NA,VI,10.6,50.9,T,NA,NA,NA
PI407270,P,NA,Bl,NA,VI,11.3,44.8,T,NA,NA,NA
PI407271,P,NA,Bl,NA,V,11.3,48.1,T,NA,NA,NA
PI407272,P,NA,Bl,NA,VI,12.8,43.8,T,NA,NA,NA
PI407273,P,NA,Bl,NA,V,11.2,52.6,T,NA,NA,NA
PI407274,P,NA,Bl,NA,V,12.3,51.4,T,NA,NA,NA
PI407275,P,102,Bl,NA,IV,10.65,48.95,T,NA,1.6,NA
PI407276,P,NA,Bl,NA,V,12.4,45.2,T,NA,NA,NA
PI407277,P,144,Bl,NA,IV,8.5,50.1,T,NA,1.9,NA
PI407278,P,103,Bl,NA,IV,12,47.05,T,NA,2.2,NA
PI407279,P,NA,Bl,NA,VI,10.4,50.5,T,NA,NA,NA
PI407280,P,NA,Bl,NA,VI,10.8,50,T,NA,NA,NA
PI407281,P,NA,Bl,NA,VI,10.6,48.8,T,NA,NA,NA
PI407282,P,NA,Bl,NA,VI,9.9,49.7,T,NA,NA,NA
PI407283,P,NA,Bl,NA,VI,11.7,49,T,NA,NA,NA
PI407284,P,NA,Bl,NA,VI,11.2,47.7,T,NA,NA,NA
PI407285,P,NA,Bl,NA,VII,9.5,52.7,T,NA,NA,NA
PI407286,P,NA,Bl,NA,VI,11,48.5,T,NA,NA,NA
PI407287,P,NA,Bl,NA,V,11.7,51.7,T,NA,NA,NA
PI407288,P,54,Bl,NA,II,9.15,49.55,T,NA,1.2,NA
PI407289,P,118,Bl,NA,II,9.9,49.25,T,NA,1.2,NA
PI407290,P,74,Bl,NA,II,10.95,48.2,T,NA,2,NA
PI407291,P,63,Bl,NA,II,10.6,49,T,NA,1.8,NA
PI407292,P,62,Bl,NA,II,10.5,50.9,T,NA,1.6,NA
PI407293,P,88,Bl,NA,II,10.65,48.15,T,NA,1.7,NA
PI407294,P,70,Bl,NA,II,9.5,51.75,T,NA,1.7,NA
PI407295,P,86,Bl,NA,II,10.65,48.1,T,NA,1.6,NA
PI407296,P,91,Bl,NA,II,9.85,47.2,T,NA,1.3,NA
PI407297,P,80,Bl,NA,II,9.35,47.65,T,NA,1.2,NA
PI407298,P,79,Bl,NA,II,10.1,47.5,T,NA,1.2,NA
PI407299,P,76,Bl,NA,II,9.6,48.6,T,NA,1.1,NA
PI407300,P,NA,Bl,NA,V,10.7,47.9,T,NA,NA,NA
PI407301,P,NA,Bl,NA,V,10.4,56.9,T,NA,NA,NA
PI407302,P,NA,Bl,NA,V,11.1,51.4,T,NA,NA,NA
PI407303,P,NA,Bl,NA,VI,10.6,48.9,T,NA,NA,NA
PI407304,P,NA,Bl,NA,VI,10.9,52.5,T,NA,NA,NA
PI407305,P,NA,Bl,NA,V,12.9,47.6,T,NA,NA,NA
PI407306,P,NA,Bl,NA,V,12.5,48.5,T,NA,NA,NA
PI407307,P,NA,Bl,NA,VI,12.5,45.6,T,NA,NA,NA
PI407308,P,NA,Bl,NA,V,10.6,50.7,T,NA,NA,NA
PI407309A,P,NA,Bl,NA,V,12.9,50.8,T,NA,NA,NA
PI407309B,P,NA,Bl,NA,V,12.9,44.2,T,NA,NA,NA
PI407310,P,NA,Bl,NA,V,11.6,53.3,T,NA,NA,NA
PI407311,P,NA,Bl,NA,V,12.3,52.4,T,NA,NA,NA
PI407312,P,NA,Bl,NA,V,12,53.3,T,NA,NA,NA
PI407313,P,NA,Bl,NA,V,12.5,49.7,T,NA,NA,NA
PI407314,P,NA,Bl,NA,V,12.5,47.4,T,NA,NA,NA
PI407315,P,NA,Bl,NA,V,11.4,50.5,T,NA,NA,NA
PI407316A,P,NA,Bl,NA,V,13.1,48.4,T,NA,NA,NA
PI407316B,P,NA,Bl,NA,V,12.2,46.6,T,NA,NA,NA
PI407317,P,NA,Bl,NA,V,10,52.1,T,NA,NA,NA
PI407318A,P,NA,Bl,NA,V,12.4,49.5,T,NA,NA,NA
PI407318B,P,NA,Bl,NA,V,12.7,50.2,T,NA,NA,NA
PI407319,P,NA,Bl,NA,V,12.4,45.5,T,NA,NA,NA
PI407320,P,86,Bl,NA,IV,10.05,48.4,T,NA,2,NA
PI407321,P,73,Bl,NA,IV,10.6,49.85,T,NA,1.5,NA
PI407322,P,NA,Bl,NA,V,10.7,54.6,T,NA,NA,NA
PI407386A,P,69,Y,2.5,0,19.4,42.8,G,2.3,19,2.96
PI407386B,P,89,Y,4,0,18.95,44.1,T,2.3,17.8,2.54
PI407386C,W,94,Bf,3.5,0,20.3,41.5,G,2.8,22.7,2.5
PI407386D,P,59,Y,2.8,I,19.8,42.6,G,2.5,11.9,2.59
PI407653,P,133,Bl,3.4,III,15.65,45.75,Ng,2.3,8.4,2.2
PI407654,P,88,Br,2.7,I,19,43.4,T,2,12.4,3.5
PI407655A,P,90,Br,4.2,I,17.8,45.7,T,2.3,12,2.93
PI407655B,P,115,Bl,3.4,II,17.6,47.6,T,2,14.2,2.8
PI407655C,P,117,Tn,3.6,III,18,45.8,T,2.3,13.1,2.51
PI407656,W,92,Br,3,II,16.1,44.6,Lt,2,9.3,2.24
PI407657,P,88,Bf,2.3,III,18.9,44.2,G,1.8,15.1,2.87
PI407658A,W,102,Blbr,3.8,IV,16.5,47.8,T,1.8,14.6,2.68
PI407658B,W,137,G,3.5,IV,16.5,43.3,Ng,2.5,14.3,1.94
PI407658C,W,86,Blbr,3.1,IV,17.5,46.55,T,1.8,14.6,2.96
PI407659A,P,100,Bf,3.8,II,16.4,44.4,G,2,10.3,3.05
PI407659B,P,100,Bf,3.1,III,18,45,G,2,10.6,2.96
PI407701,W,82,Lbf,2.3,I,20.8,43.6,G,3.3,19.5,2.78
PI407702,W,90,Lbf,3.5,0,21.9,39.9,G,1.8,15.8,2.24
PI407704,W,91,Bf,2.6,I,20.25,43.2,G,2.5,19.7,3.38
PI407705,W,83,Lbf,2.6,I,20.2,42.8,G,2.3,16.5,2.94
PI407706A,W,59,Lbf,1.8,I,20.2,43.9,G,2.3,16.8,2.88
PI407706B,W,56,Y,1.8,II,19.6,42.9,G,2.3,18.8,2.97
PI407707,W,102,Lbf,4.5,0,20.6,39.9,G,2.3,16.7,2.66
PI407708A,P,76,Bf,3,0,19.45,43.45,G,2.5,16.2,2.47
PI407708B,P,72,Bf,2.5,0,19.4,42.2,G,2.5,19.8,2.4
PI407709,W,79,Y,3,0,20.15,42.4,G,2.8,21.6,2.25
PI407710,P,59,Ib,1.7,I,20.7,44,G,2.8,17.1,3.63
PI407711A,W,84,Lbf,2.6,II,18.6,43.7,G,2.8,17.2,2.79
PI407711B,W,85,Y,2.1,II,18.3,45.5,G,2.5,15.8,2.96
PI407712,W,65,Bf,2.3,I,20.1,44.3,G,3.5,22.3,2.54
PI407713,P,74,Bf,2.5,0,19.6,42.5,G,2.5,16.6,2.34
PI407714,W,82,Y,3.1,II,18.5,46.6,G,2.8,17.9,2.85
PI407715,P,80,Y,3,I,19.9,44.2,G,2.3,16.4,2.83
PI407716,W,76,Y,2.4,I,19,46.7,G,2.8,18.8,3.02
PI407717,W,74,Lbf,2.1,II,19.7,47.8,G,3,18.9,3.12
PI407718,W,76,Lbf,3.3,I,21.3,41.8,G,2,16.4,3.43
PI407719,W,76,Lbf,2.1,II,19.2,47,G,2.5,18.3,2.82
PI407720,W,77,Y,2.6,II,19.3,43.1,G,2.5,18.3,3.42
PI407721,W,85,Lbf,2.2,II,19.8,44.6,G,2.8,23,3.25
PI407722,W,111,Y,2.8,III,18,43.1,G,2.3,16,2.87
PI407723,W,75,Lbf,2.2,I,21.6,42.3,G,2.3,18.2,2.82
PI407724,P,73,Y,4.1,II,19.3,43.7,G,2.5,12.5,2.63
PI407725A,P,84,Y,3.5,0,17.8,43.8,G,2.5,19.6,2.39
PI407725B,P,93,Y,4,0,18.4,43.8,G,2.3,20.7,2.56
PI407726,P,55,Y,1.8,I,19.4,45,G,2.3,15.6,3.29
PI407727,P,77,Bf,2.1,IV,17.3,44.7,G,1.8,14.8,2.48
PI407729,W,120,Bl,3.3,IV,16.2,46.9,Lt,1.8,9,2.31
PI407730,P,94,Blbr,2.5,III,17.9,45.1,Lt,2,18,2.17
PI407731,W,71,Bf,1.5,IV,18.6,44.45,G,2,19.3,2.6
PI407732,W,125,Bf,2.8,IV,17.5,45.7,G,1.5,16.3,2.57
PI407733,P,95,Ib,2.8,IV,18.05,45.45,G,2.5,18.9,1.59
PI407734,W,132,Bf,2.9,IV,17.2,45.4,G,2,15.3,2.39
PI407735,P,84,Bf,2.8,IV,18.4,43.7,G,1.8,15,2.89
PI407736,W,104,Bf,1.7,IV,16.8,47.5,G,2.3,19.2,1.9
PI407737,W,58,Bf,2.5,V,17.65,46.75,G,3.5,12.1,1.16
PI407738,W,76,Bl,3.5,VI,20.7,41.4,T,2.3,14.9,1.03
PI407739,W,68,Bf,3.5,V,17.8,44.85,G,3,9.1,1.67
PI407742,W,65,Bf,3,V,18.35,46.9,G,3.5,12.4,1.74
PI407743,P,108,Bf,3,VI,17.8,45.4,G,2.3,17,1.04
PI407744,W,123,Br,4,VI,17.7,45.8,T,2.3,16.7,1.45
PI407746,W,75,Bl,2,III,16.5,44.9,Lt,2,19.2,2.1
PI407747,P,91,Br,3.5,V,19.7,43.25,T,2.5,23.5,2.7
PI407748,W,100,Br,3,V,20.75,47.45,T,2.8,28.3,1.68
PI407749,P,121,Br,3,V,16.5,48.15,Ng,2.8,16.7,1.42
PI407750,P,96,Br,3.5,V,18.4,46.45,T,3,23.6,1.28
PI407751,P,80,Br,3,V,18.15,44.8,T,3,20.6,1.94
PI407752,P,105,Br,3,V,16.8,46.05,T,2.5,17.6,2.09
PI407753,P,94,Br,3,V,20.15,44.8,T,2.8,25.4,1.4
PI407755,P,93,Br,3,V,20.25,45.85,T,3,26.5,1.57
PI407756,P,88,Br,3,V,19.8,47,T,3,27.3,1.4
PI407757,P,73,Br,2.5,V,20.25,45.75,T,3.3,22.4,1.79
PI407758,P,85,Br,4,V,18,46.5,Lt,3,19.5,1.59
PI407759,P,91,Br,3,V,18.4,46.5,T,3,25.9,1.21
PI407761,P,80,Br,3.5,V,17.5,47,Lt,3,24.3,1.32
PI407762,P,83,Br,2.5,V,17.15,47.85,T,3.3,24.9,2.36
PI407763,W,76,Br,3,V,19.1,47.3,T,3,23.2,1.76
PI407764,P,97,Bl,3.5,V,17.2,46.55,T,2.8,15.8,1.37
PI407765,P,93,Br,3.5,V,18,45.6,T,2.8,25.8,1.62
PI407766,P,125,Ib,2.5,VIII,11.7,50.7,G,3.5,9.9,0.54
PI407767,P,152,Br,NA,IX,15.4,43.6,G,2,11.8,NA
PI407768,P,152,Bl,NA,IX,16.8,42.5,T,2,14.6,NA
PI407769,P,116,Bl,2.5,VIII,14.3,47.7,T,3.8,11.8,0.79
PI407770,W,123,Bl,3.1,IV,16.9,46.3,T,2.3,9.7,2.25
PI407771,W,126,Br,3,VI,15.2,46.6,Ng,2,7.1,0.9
PI407772A,P,85,Y,3,IV,16.6,45.1,G,2.3,7.8,2.08
PI407772B,P,87,Y,4,IV,16.6,43.6,G,2.3,7.2,1.71
PI407773A,W,61,Bl,2.9,IV,16.5,47.5,T,2.5,9.8,2.19
PI407773B,W,75,Bl,3.1,IV,16.8,48.8,T,2.8,8.8,1.86
PI407774,P,50,Rbr,4,V,16.65,46.15,T,2,7.2,0.74
PI407775,W,46,Brbl,4,V,15.9,49.6,T,2.3,7,0.94
PI407776,P,76,Y,4,IV,17.1,44.05,G,1.5,9.2,1.77
PI407777,W,52,Brbl,4,V,15.55,50.1,T,2.5,7.4,0.94
PI407778A,P,114,Bl,3.3,IV,17.35,45.1,T,2,7.9,1.31
PI407778B,P,70,Bl,2.8,IV,15.05,46.75,T,2.5,7.7,1.56
PI407778C,P,72,Bl,2.3,IV,14.65,45.5,T,2.3,9.9,1.93
PI407779,W,45,Bl,4,V,15.3,49.5,T,2.5,7.2,0.63
PI407781A,P,72,Y,4.3,IV,16.7,44.4,G,1.8,8.4,1.82
PI407781B,P,71,Y,2.8,IV,16.5,46.1,G,2.3,7.8,2.05
PI407781C,P,68,Y,4,VI,13.1,52.1,G,1.5,6.1,1.31
PI407783,P,69,Bf,3.8,IV,17.85,45.1,G,2,9,1.73
PI407784,W,46,Bl,3,V,17.8,45.45,T,2.3,7.1,1.51
PI407785,P,36,Bl,2,V,16.85,45.25,T,2,10.4,1.96
PI407786A,W,68,Br,2.3,IV,17.8,46.4,Lt,1.8,10,2.2
PI407786B,W,50,Br,2.5,V,18.15,44.85,Lt,2.8,9.4,1.92
PI407787,P,41,Y,2,V,16.85,47.25,G,2.3,8.3,1.84
PI407788A,P,89,Bf,2.8,IV,15.1,50.7,G,1.8,8.7,2.06
PI407788B,P,97,Y,2.6,IV,17,46.9,Lt,2,9.6,2.11
PI407788C,P,57,Br,3,V,15.7,46.55,Lt,2.8,6.8,1.21
PI407789,W,52,Bl,3.5,V,17.6,48.3,T,2.5,6.9,0.55
PI407790-1,W,53,Bl,4,V,15.8,47.1,T,3,8.2,1.52
PI407790-2,W,51,Brbl,4.5,V,16.35,47.8,T,2.5,7.4,0.73
PI407791,P,50,Bf,3,V,17.9,45.65,G,3,8,1.66
PI407792,W,54,Brbl,3.5,V,17.75,48.3,T,3,8.2,1.42
PI407793,W,37,Y,2,V,18.35,45.45,G,2.5,11.6,1.49
PI407794,W,48,Brbl,4,V,16.6,49.4,T,2.3,7.4,1.01
PI407795A,P,86,Bf,1.5,IV,16.3,48.7,G,3,9.9,2.33
PI407795B,P,89,Bf,3.3,IV,16.7,45.8,G,2.8,7.8,2.08
PI407796,P,70,Bl,3.1,IV,16.1,46.5,T,2,10.1,1.81
PI407797,W,50,Bf,2.5,V,19.75,44.4,G,2.5,13.4,1.76
PI407798,W,44,Brbl,4,V,15.95,50,T,2.3,7.5,0.95
PI407799,W,60,Brbl,4,V,17.65,46.5,T,2.5,8.5,1.36
PI407800,W,50,Brbl,3,V,16.75,49.6,T,2.8,8.1,1.13
PI407801,P,56,Bl,2.5,VI,12.9,48.8,T,2,6.3,1.1
PI407802,W,50,Bl,3,V,17.55,47,T,2,9.3,1.77
PI407803,P,49,Brbl,2.5,V,18.55,45.65,T,2.5,7.8,1.73
PI407804,W,47,Brbl,4,V,15.7,49.5,T,2.5,7.2,0.69
PI407805A,P,76,Bf,3.1,IV,15.9,47,G,2,7.6,2.34
PI407805B,P,70,Bf,3.1,IV,16.5,47.5,G,2,8.6,2.22
PI407805C,P,75,Bf,3.8,IV,16.6,47.3,G,2,7.4,2.34
PI407805D,P,79,Y,2.9,IV,17.2,45.6,G,1.8,8.3,2.56
PI407806A,P,64,Bf,2.8,IV,16,49.3,G,2,8.5,2.27
PI407806B,P,73,Bf,2.4,IV,15.9,45.1,G,1.8,7.7,2.31
PI407807,W,50,Bl,3,V,15.3,47.75,T,2,7.9,1.28
PI407808-1,P,60,Brbl,3.5,V,14.9,51.8,T,2.8,7.8,1.03
PI407808-2,W,54,Bl,3.5,V,15.25,50.3,T,3,7.8,1.43
PI407809,W,49,Bl,3.5,V,16.65,47.25,T,3,7.1,1.11
PI407810,P,113,Bl,3.1,III,17.3,46.9,T,2,11,2.72
PI407811,W,54,Brbl,3.5,V,15.15,50.05,T,2.3,7.7,0.95
PI407812,P,76,Bf,2.4,IV,16.5,47.3,G,1.5,10,2.26
PI407813,W,55,Brbl,3.5,V,15.25,50.25,T,2.5,6.4,0.86
PI407814-1,W,52,Brbl,3.5,V,16.2,49.45,T,2.5,8.4,0.9
PI407814-2,W,53,Lbf,4,V,13.75,52.55,G,2.3,6.9,0.9
PI407815,W,50,Bl,3.5,V,17.2,47.15,T,2.8,7.9,1.1
PI407816,W,52,Brbl,3.5,V,15.9,49.9,T,2.5,7.4,0.91
PI407817,P,92,Bf,2.8,IV,17,46.3,G,1.8,11.6,2.2
PI407818A,P,67,Bf,2.3,IV,16.2,46.1,G,1.8,8.8,2.11
PI407818B,P,69,Lbf,4,IV,17.2,43.7,G,1.8,8.3,1.83
PI407819,W,47,Brbl,3.5,V,15.85,48,T,2.3,7.1,0.74
PI407820,P,60,Bf,3.5,IV,15.3,45.5,G,2.3,10,2
PI407821A,P,84,Y,2.3,IV,16.5,46.6,G,2,13.5,2.45
PI407821B,P,38,Y,2.5,V,17.75,46.3,G,2,7.1,1.61
PI407822,P,47,Y,2.5,V,18.1,46.85,G,2,7,1.94
PI407823,P,64,Bf,2.6,IV,15.9,49.3,G,2,8.6,2.1
PI407824,W,57,Bl,3,V,14.4,48.5,T,2.5,7.5,0.96
PI407825,W,45,Bl,3.5,V,17.05,50.3,T,3,7.4,0.94
PI407826,P,43,Y,2.5,V,16.95,47.4,G,2.3,6.2,1.78
PI407827,P,76,Br,3.3,IV,17.8,45.1,T,2,7.3,2.21
PI407828,P,NA,Bl,NA,V,16.2,44.8,T,2,NA,NA
PI407829,P,NA,Br,NA,V,17.7,44.3,T,2,NA,NA
PI407830,P,52,Y,2.5,V,16.4,48.4,G,2.5,9.3,1.59
PI407831,W,NA,Y,NA,V,15.9,46.8,G,2,NA,NA
PI407832A,P,74,Y,1.8,IV,15.9,46.5,G,1.8,8.2,2.47
PI407832B,P,80,Bf,2.1,IV,16.5,46.3,G,1.8,9.4,2.28
PI407833A,P,118,Br,3,IV,17.7,46.2,T,2,11.3,2.01
PI407833B,W,120,Br,4.5,V,16.8,47.7,T,3,10.9,0.77
PI407833C,P,65,Br,3,V,17.65,45.95,T,2.8,10.5,1.67
PI407834,W,53,Brbl,2.5,V,15.35,49.4,T,2,6.6,1.11
PI407835,W,33,Y,2,V,18.55,44.45,G,2,11.8,1.61
PI407836,P,52,Bl,4,V,14.2,50.05,T,2.5,7.5,0.32
PI407837,W,62,Bf,2.5,V,16.05,46.05,G,2.5,9.8,1.42
PI407838,W,49,Bl,3,V,14.65,51.4,T,2.5,7.6,1.06
PI407839-1,W,52,Brbl,3.5,V,15.7,50.65,T,2.3,7.4,1.11
PI407839-2,P,95,Bl,4,VI,13.9,49.1,Ng,2.5,7.5,0.73
